Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24,dhid
Shepparton,Priceline Pharmacy Shepparton Marketplace,110 Benalla Road,VIC,3630,2021-09-28,28/09/2021,3:44pm - 4:15pm,Case attended venue,2021-09-30,30/09/2021,10:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,15:44:00,16:15:00,D3C9
Narre Warren,Narre Kids Early Learning & Kinder,413-415 Princes Highway,VIC,3805,2021-09-27,27/09/2021,9:00am - 4:30pm,Case attended venue,2021-09-29,29/09/2021,22:07:12,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,tier1,09:00:00,16:30:00,C7V4
Narre Warren,Narre Kids Early Learning & Kinder,413-415 Princes Highway,VIC,3805,2021-09-28,28/09/2021,9:00am - 4:30pm,Case attended venue,2021-09-29,29/09/2021,22:07:12,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,tier1,09:00:00,16:30:00,B2W7
Cranbourne,Cranbourne Turf Club Vaccination Clinic,50 Grant Street,VIC,3977,2021-09-26,26/09/2021,1:00pm - 6:00pm,Case attended venue,2021-09-29,29/09/2021,21:55:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,13:00:00,18:00:00,E3T6
Strathtulloh,Aspire Childcare Atherstone Estate,1 Ladbroke Street,VIC,3338,2021-09-27,27/09/2021,8:30am - 10:30am,Case attended venue,2021-09-29,29/09/2021,21:02:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,tier1,08:30:00,10:30:00,D9G8
Fawkner,Triple R Mufflers ,1114 Sydney Road,VIC,3060,2021-09-25,25/09/2021,12:50pm - 3:30pm,Case attended venue,2021-09-29,29/09/2021,21:02:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,tier1,12:50:00,15:30:00,E2Y9
Doncaster East,Thrive Bulk Whole Foods,50 Tunstall Square,VIC,3109,2021-09-25,25/09/2021,1:30pm - 6:00pm,Case attended venue,2021-09-29,29/09/2021,20:45:50,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,tier1,13:30:00,18:00:00,C6D4
Werribee,Carllision Bodyworks Werribee ,60-62 Lock Avenue,VIC,3030,2021-09-27,27/09/2021,8:00am - 5:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-29,29/09/2021,20:45:50,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,08:00:00,17:30:00,E9A8
Flemington,Residential Complex,126 Racecourse Road,VIC,3031,2021-09-24,24/09/2021,12:00am - 11:59pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-29,29/09/2021,20:37:55,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,00:00:00,23:59:00,A9P8
Flemington,Residential Complex,126 Racecourse Road,VIC,3031,2021-09-25,25/09/2021,12:00am - 11:59pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-29,29/09/2021,20:37:55,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,00:00:00,23:59:00,B8A7
Flemington,Residential Complex,126 Racecourse Road,VIC,3031,2021-09-26,26/09/2021,12:00am - 11:59pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-29,29/09/2021,20:37:55,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,00:00:00,23:59:00,D3Q8
Flemington,Residential Complex,126 Racecourse Road,VIC,3031,2021-09-27,27/09/2021,12:00am - 11:59pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-29,29/09/2021,20:37:55,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,00:00:00,23:59:00,D2N4
Flemington,Residential Complex,126 Racecourse Road,VIC,3031,2021-09-28,28/09/2021,12:00am - 11:59pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-29,29/09/2021,20:37:55,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,00:00:00,23:59:00,E5S9
Ballarat,Myer Ballarat,301 Sturt Street,VIC,3350,2021-09-25,25/09/2021,11:20am - 12:50pm,Case attended venue,2021-09-29,29/09/2021,19:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,11:20:00,12:50:00,D2U4
Smythes Creek,Woolworths Delacombe Town Centre,315 Glenelg Highway,VIC,3351,2021-09-27,27/09/2021,6:50pm - 7:45pm,Case attended venue,2021-09-29,29/09/2021,19:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,18:50:00,19:45:00,E3Z2
Golden Point,APCO Service Station Golden Point,523 Main Road,VIC,3350,2021-09-25,25/09/2021,11:45pm - 12:15am,Case attended venue,2021-09-29,29/09/2021,19:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,23:45:00,00:15:00,D5E7
Golden Point,APCO Service Station Golden Point,523 Main Road,VIC,3350,2021-09-25,25/09/2021,11:45pm - 12:15am,Case attended venue,2021-09-29,29/09/2021,19:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,23:45:00,00:15:00,B2A8
Sebastopol,Sebastopol UFS Pharmacy,56 Albert Street,VIC,3356,2021-09-28,28/09/2021,8:50am - 9:35am,Case attended venue,2021-09-29,29/09/2021,19:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,08:50:00,09:35:00,E6X2
Shepparton,Woolworths Shepparton Market Place,110 Benalla Road,VIC,3630,2021-09-26,26/09/2021,1:00pm - 2:00pm,Case attended venue,2021-09-29,29/09/2021,19:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,13:00:00,14:00:00,A3B9
Shepparton,Shepparton Market Place,110 Benalla Road,VIC,3630,2021-09-26,26/09/2021,12:30pm - 2:30pm,Case attended venue,2021-09-29,29/09/2021,19:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,12:30:00,14:30:00,C4K8
Roxburgh Park,Roxburgh Village Shopping Centre,250 Somerton Road,VIC,3064,2021-09-25,25/09/2021,7:00am - 5:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-29,29/09/2021,19:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,07:00:00,17:30:00,D7S3
Belmont,Pharmacy 4 Less Belmont,145 High Street,VIC,3216,2021-09-26,26/09/2021,5:15pm - 6:15pm,Case attended venue,2021-09-29,29/09/2021,19:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,17:15:00,18:15:00,E6B5
Glenroy,Gladstone Parade Early Learning & Kinder,51 Gladstone Parade,VIC,3046,2021-09-24,24/09/2021,8:30am - 5:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-29,29/09/2021,19:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,08:30:00,17:30:00,C5R4
Warrnambool,Ichiban Japanese Cuisine - Getaway Plaza Warrnambool,150 Raglan Parade,VIC,3280,2021-09-24,24/09/2021,3:00pm - 3:45pm,Case attended venue,2021-09-29,29/09/2021,11:55:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,15:00:00,15:45:00,B3M2
Warrnambool,Woolworths Warrnambool East,Corner Princess Highway and Gateway Road,VIC,3280,2021-09-25,25/09/2021,12:00pm - 1:00pm,Case attended venue,2021-09-29,29/09/2021,11:55:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,12:00:00,13:00:00,A5Q2
Warrnambool East ,McDonald's Warrnambool East,10691/10699 Princes Highway,VIC,3280,2021-09-25,25/09/2021,8:00pm - 9:00pm,Case attended venue,2021-09-29,29/09/2021,11:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,20:00:00,21:00:00,A4Z5
Warrnambool,Warrnambool Sheetmetal,17 Braithwaite Street,VIC,3280,2021-09-27,27/09/2021,8:00am - 4:30pm,Case attended venue,2021-09-29,29/09/2021,11:25:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,tier1,08:00:00,16:30:00,B6P4
Warrnambool,Coles Warrnambool North,72-80 Hopkins Highway,VIC,3280,2021-09-27,27/09/2021,9:30am - 10:30am,Case attended venue,2021-09-29,29/09/2021,11:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,09:30:00,10:30:00,B3G4
Warrnambool,Woolworths Warrnambool,745-763 Raglan Parade,VIC,3280,2021-09-27,27/09/2021,7:30am - 8:30am,Case attended venue,2021-09-29,29/09/2021,11:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,07:30:00,08:30:00,D5P5
Warrnambool,Mini Golf by the Sea Warrnambool,47 Petrobe Road,VIC,3280,2021-09-25,25/09/2021,3:00pm - 4:00pm,Case attended venue,2021-09-29,29/09/2021,11:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,15:00:00,16:00:00,E4U7
Bundoora,We Meat Again - Uni Hill Centre,Shop 15/5 Janefield Drive,VIC,3083,2021-09-24,24/09/2021,6:00am - 4:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-29,29/09/2021,11:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,06:00:00,16:30:00,D9V6
Bundoora,We Meat Again - Uni Hill Centre,Shop 15/5 Janefield Drive,VIC,3083,2021-09-25,25/09/2021,6:00am - 10:30am,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-29,29/09/2021,11:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,06:00:00,10:30:00,A2V6
Shepparton,Shepparton Marketplace,110 Benalla Road,VIC,3630,2021-09-24,24/09/2021,10:00am - 4:00pm,Case attended venue,2021-09-29,29/09/2021,11:00:00,Tier 3 - Monitor for symptoms,tier3,10:00:00,16:00:00,C8E4
Shepparton,Shepparton Marketplace,110 Benalla Road,VIC,3630,2021-09-25,25/09/2021,9:00am - 4:00pm,Case attended venue,2021-09-29,29/09/2021,11:00:00,Tier 3 - Monitor for symptoms,tier3,09:00:00,16:00:00,A2F6
Shepparton,Overlander Hotel Shepparton,97 Benalla Road,VIC,3630,2021-09-25,25/09/2021,4:00pm - 4:30pm,Case attended venue,2021-09-29,29/09/2021,10:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,16:00:00,16:30:00,C2Q6
Shepparton,Revolver Burger Company Shepparton,Shop 11-12/110 Benalla Road,VIC,3630,2021-09-22,22/09/2021,10:00am - 4:00pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-29,29/09/2021,10:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,10:00:00,16:00:00,A9C4
Shepparton,Revolver Burger Company Shepparton,Shop 11-12/110 Benalla Road,VIC,3630,2021-09-24,24/09/2021,10:00am - 4:00pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-29,29/09/2021,10:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,10:00:00,16:00:00,C5U7
Shepparton,Revolver Burger Company Shepparton,Shop 11-12/110 Benalla Road,VIC,3630,2021-09-25,25/09/2021,9:00am - 4:00pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-29,29/09/2021,10:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,09:00:00,16:00:00,C5N5
Daylesford,Coles Daylesford,Bridport Street,VIC,3460,2021-09-26,26/09/2021,6:30pm - 7:00pm,Case attended venue,2021-09-28,28/09/2021,22:08:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,18:30:00,19:00:00,B4L8
Daylesford,Cellarbrations Daylesford,55 Vincent Street,VIC,3460,2021-09-27,27/09/2021,3:15pm - 4:15pm,Case attended venue,2021-09-28,28/09/2021,22:08:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,15:15:00,16:15:00,C6V6
Bacchus Marsh,Cellarbrations Bacchus Marsh,120 Main Street,VIC,3340,2021-09-25,25/09/2021,10:20pm - 11:00pm,Case attended venue,2021-09-28,28/09/2021,22:08:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,22:20:00,23:00:00,E7S6
Ballan,Ballan Newsagency,133 Inglis Street,VIC,3342,2021-09-25,25/09/2021,11:00am - 11:30am,Case attended venue,2021-09-28,28/09/2021,22:08:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,11:00:00,11:30:00,B6U8
Ballan,IGA Ballan,135 Inglis Street,VIC,3342,2021-09-24,24/09/2021,5:50pm - 6:30pm,Case attended venue,2021-09-28,28/09/2021,22:08:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,17:50:00,18:30:00,C6Y8
Ballan,IGA Ballan,135 Inglis Street,VIC,3342,2021-09-26,26/09/2021,10:30am - 11:30am,Case attended venue,2021-09-28,28/09/2021,22:08:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,10:30:00,11:30:00,D8R8
Ballan,IGA Ballan,135 Inglis Street,VIC,3342,2021-09-27,27/09/2021,10:50am - 11:40am,Case attended venue,2021-09-28,28/09/2021,22:08:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,10:50:00,11:40:00,C7N3
Epping,Sacca's Fine Foods - Pacific Epping Shopping Centre,571-583 High Street,VIC,3076,2021-09-25,25/09/2021,8:00am - 12:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-28,28/09/2021,22:08:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,08:00:00,12:30:00,B3W3
Shepparton,Male Staff Toilet - Shepparton Marketplace,110 Benalla Road,VIC,3630,2021-09-24,24/09/2021,10:00am - 4:00pm,Case attended venue,2021-09-28,28/09/2021,17:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,10:00:00,16:00:00,B9F6
Shepparton,Male Staff Toilet - Shepparton Marketplace,110 Benalla Road,VIC,3630,2021-09-25,25/09/2021,9:00am - 4:00pm,Case attended venue,2021-09-28,28/09/2021,17:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,09:00:00,16:00:00,C8F4
Shepparton,Big W - Shepparton Marketplace,110 Benalla Road,VIC,3630,2021-09-24,24/09/2021,4:15pm - 5:05pm,Case attended venue,2021-09-28,28/09/2021,17:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,16:15:00,17:05:00,A8W8
Shepparton,Chemist Warehouse Shepparton,425-429 Wyndham Street,VIC,3630,2021-09-24,24/09/2021,4:37pm - 5:25pm,Case attended venue,2021-09-28,28/09/2021,17:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,16:37:00,17:25:00,D3V8
Traralgon,Bunnings Traralgon,191-193 Argyle Street,VIC,3844,2021-09-24,24/09/2021,1:00pm - 2:00pm,Case attended venue,2021-09-28,28/09/2021,16:56:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,13:00:00,14:00:00,A5C8
Traralgon,Woolworths Traralgon,Seymour Street,VIC,3844,2021-09-25,25/09/2021,12:15pm - 12:45pm,Case attended venue,2021-09-28,28/09/2021,16:56:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,12:15:00,12:45:00,E6F5
Craigieburn,Woolworths Craigieburn Highlands,300 Grand Boulevard,VIC,3064,2021-09-24,24/09/2021,6:00pm - 10:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-28,28/09/2021,10:54:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,18:00:00,22:30:00,D8E2
Kerang,Woolworths Kerang,12 Nolan Street,VIC,3579,2021-09-25,25/09/2021,3:22pm - 4:20pm,Case attended venue,2021-09-28,28/09/2021,10:35:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,15:22:00,16:20:00,E5B5
Officer,KFC Officer,1 Damon Street,VIC,3809,2021-09-24,24/09/2021,11:00am - 4:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice,2021-09-27,27/09/2021,22:21:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,11:00:00,16:30:00,E7J9
Airport West,Sacca's Fine Foods,29-35 Louis Street,VIC,3042,2021-09-24,24/09/2021,12:00pm - 6:30pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-27,27/09/2021,19:49:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,12:00:00,18:30:00,E3E3
Warragul,Bunnings Warehouse Warragul,Corner of Queen Street and Hazel Drive,VIC,3820,2021-09-24,24/09/2021,10:30am - 11:15am,Case attended venue,2021-09-27,27/09/2021,19:49:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,10:30:00,11:15:00,A7J9
Drouin,Woolworths Drouin,72-100 Young Street,VIC,3818,2021-09-24,24/09/2021,2:00pm - 3:15pm,Case attended venue,2021-09-27,27/09/2021,19:49:00,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,14:00:00,15:15:00,D4H9
Alfredton,Arch View Cafe,1728 Sturt Street,VIC,3350,2021-09-24,24/09/2021,7:00am - 3:00pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-25,25/09/2021,21:40:35,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,07:00:00,15:00:00,E2H3
Alfredton,Arch View Cafe,1728 Sturt Street,VIC,3350,2021-09-25,25/09/2021,7:00am - 3:00pm,Case attended venue. Some individuals will be Tier 1 contacts required to quarantine for 14 days and the Department will be in contact with them directly with this advice.,2021-09-25,25/09/2021,21:40:35,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,07:00:00,15:00:00,B9T7
Wodonga,Motel 24 Wodonga,13 High Street,VIC,3690,2021-09-24,24/09/2021,12:00am - 12:00pm,Case attended venue,2021-09-24,24/09/2021,20:32:10,Tier 2 - Get tested urgently and isolate until you have a negative result,tier2,00:00:00,12:00:00,D9X8
